,Collection Code,Formula,Prototype
12771,54576,Y4Al5.656Ag2.344,CeCu2
12772,26686,CaCl2,CaCl2
12773,625321,TaCo2,Laves(cub)#MgCu2
12774,82656,TiO2,Rutile#TiO2
12775,258673,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
12776,85887,Li1.32Mn2.68N2,Rutile#TiO2
12777,649589,PtSe2,BaSi2#EuGe2
12778,22386,N2O,CO2(cP12)
12779,9602,Ta0.96Nb7.04Fe4O24,Columbite#Nb2FeO6
12780,658484,Ce3.2Y0.8Ni4Sn4,CeCu2
12781,621621,CeNi2,Laves(cub)#MgCu2
12782,617387,CeYC4,CaC2-I(I4/mmm)
12783,245150,Ti4Al5.994Ni2.006,Laves(2H)#MgZn2
12784,169364,ErFe2,Laves(cub)#MgCu2
12785,258667,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
12786,93029,ZrO2,Zirconia#ZrO2(HT)
12787,16037,CdAs2,CdAs2
12788,40517,SiO2,Zeolite-ZSM-11-frame
12791,82642,UTe2,UTe2
12792,42300,CdI2,CdI2(hR42)
12793,14146,ZnF2,Rutile#TiO2
12794,609807,AmS2,PrOI
12795,638402,YNi2,MgCu2(filled)-frame
12796,94008,Ti1.015S2,TlCdS2
12797,634210,GdGa2,AlB2
12799,26862,TiSe2,CdI2(hP3)
12800,1504,VO2,Rutile#TiO2
12801,640591,Tb2In,Ni2In#Co1.75Ge
12802,8246,Ti1.44Nb30.56O64,NbO2
12803,620503,TbCd2,Cd2Ce
12804,52885,Ce1Si1.2Ni0.8,AlB2
12805,191391,Zr8Co3Cu,CuAl2
12806,61297,NdPaO4,Fluorite#CaF2
12807,197938,LaNi2,MgCu2(filled)-frame
12808,199915,Hf4Ga5.04Fe2.96,Laves(2H)#MgZn2
12810,58402,CaAu2,CeCu2
12811,634562,Lu12Mn7.92Ga16.08,TiFeSi
12812,57731,ZrAlCu,Laves(cub)#MgCu2
12813,52891,CeSbPd,CaIn2
12814,621609,CeNi2,Laves(cub)#MgCu2
12815,55126,Rb2Te,Ni2In#Co1.75Ge
12816,44995,FeMoO,hcp(filled)#Nb2N
12817,184788,Fe3.78Sn0.22O8,Diaspore#AlO(OH)
12818,634204,GdGa2,AlB2
12819,623778,HfCo2,Laves(cub)#MgCu2
12820,57057,Hf7.2Ge0.8Mo16,Laves(cub)#MgCu2
12821,103181,Dy8Fe13.6Re2.4,Laves(cub)#MgCu2
12822,28683,Li2N,Li2NH(Fm-3m)
12823,2596,CrI2,HgI2(oS12)
12824,102710,TmCo2,Laves(cub)#MgCu2
12825,29012,SnS2,CdI2(hP3)
12826,60374,CSe2,CS2
12827,248879,CeZrO4,Zirconia#ZrO2(HT)
12828,100107,GdC2,CaC2-I(I4/mmm)
12829,80280,BaTe2,SrS2
12830,607427,ErAlNi,Laves(2H)#MgZn2
12831,76270,ZnF2,Rutile#TiO2
12833,633796,TaFe2,Laves(2H)#MgZn2
12834,199242,Hf0.24B4W7.76,CuAl2
12835,104413,Ho2In,Ni2In#Co1.75Ge
12836,97930,Fe1.06Sb0.94O4,Rutile#TiO2
12837,24244,SbO2,SbO2
12838,617620,TbDyC4,CaC2-I(I4/mmm)
12839,608700,NbAlNi,Laves(2H)#MgZn2
12840,607355,Er2Al,Co2Si
12841,420746,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
12842,625692,ZrCo2,Laves(cub)#MgCu2
12843,634947,Tb4Ga5.6Ni2.4,CeCu2
12844,644278,Sn0.4Mo1.6S4,MoS2(4H)
12845,615751,ZrB2,AlB2
12846,610601,GeAs2,GeAs2
12847,43591,SiRu2,Co2Si
12848,25614,LuSn2,ZrSi2
12849,291856,Ce3.2Eu4.8Al16,Laves(cub)#MgCu2
12852,108567,Y2In,Ni2In#Co1.75Ge
12853,155674,TiFe2,Laves(2H)#MgZn2
12854,644250,MoS2,MoS2(4H)
12855,103432,EuRh2,Laves(cub)#MgCu2
12856,40098,SiO2,Rutile#TiO2
12857,197521,HoCo2,Laves(cub)#MgCu2
12858,57282,Hf8Fe14.4Si1.6,Laves(cub)#MgCu2
12859,652354,TbSi2,AlB2
12860,40926,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
12861,611279,AsRhSe,Pyrite#FeS2(cP12)
12862,151374,MgNi2,Laves(4H)#MgNi2
12863,617608,Nd0.92Dy1.08C4,CaC2-I(I4/mmm)
12864,100885,La1Al1.5Ge0.5,AlB2
12865,44598,TmB2,AlB2
12866,609422,SrAl2,CeCu2
12867,651891,SmSe2,PrOI
12868,650557,Zr2Rh,CuAl2
12869,24278,BMo2,CuAl2
12870,100891,CoSe2,Pyrite#FeS2(cP12)
12871,28442,YO2,YOOH
12872,291842,Pr4.8Dy3.2Al16,Laves(cub)#MgCu2
12873,609344,Ti2AlSi3,ZrSi2
12875,291671,Tb8Al14.08Co1.92,Laves(cub)#MgCu2
12876,638172,Hf2Mn,Ti4CoFeH6
12877,164456,CoS2,Pyrite#FeS2(cP12)
12878,163339,V0.032Fe3.968O8,Diaspore#AlO(OH)
12879,49725,TcN2,K2PtCl6
12880,198835,CeSi2,ThSi2
12881,56163,PrC2,CaC2-I(I4/mmm)
12882,627734,Mn2Cu3Ge,Laves(2H)#MgZn2
12883,42116,NiAs2,Marcasite#FeS2(oP6)
12884,52311,TaSb2,MoAs2
12885,105916,TiSbRh,Heusler(half)#AlLiSi#MgAgAs
12886,40715,Ti1.2Cu0.266Sb0.534O4,Rutile#TiO2
12887,59522,Sc2In,Ni2In#Co1.75Ge
12888,615792,BaC2,CaC2-I(I4/mmm)
12889,52477,ZrSiW4,Laves(cub)#MgCu2
12890,291665,Tb8Al11.4Co4.6,Laves(cub)#MgCu2
12891,637255,NdGe2,ThSi2
12892,196824,Sb2Pt,Pyrite#FeS2(cP12)
12894,625679,ZrCo2,Laves(cub)#MgCu2
12895,191193,DyAl2,Laves(cub)#MgCu2
12896,280740,SiO2,Zeolite-IFR-frame#Si32O64
12897,53999,ThO2,Fluorite#CaF2
12899,183597,ZrTiO4,PbO2#Fe2N.94
12900,43552,Li7.2Cr0.8N4,Fluorite#CaF2
12901,88623,TiO2,Rutile#TiO2
12902,626416,Nb2.4Cr8Si1.6,Laves(2H)#MgZn2
12904,169628,TiO2,Rutile#TiO2
12905,55456,PuO2,Fluorite#CaF2
12906,186389,MgB2,AlB2
12907,103397,EuHg2,CaHg2
12908,624201,Zr4Mn4.56Co3.44,Laves(2H)#MgZn2
12909,58166,SrAl2,CeCu2
12910,634006,UFe2,Laves(cub)#MgCu2
12911,53033,HfO2,Fluorite#CaF2
12913,75792,Ni2B,CuAl2
12914,291659,Tb8Al14.4Fe1.6,Laves(cub)#MgCu2
12915,42880,ZrBi2,TiAs2
12916,679660,Cu2Bi,Laves(cub)#MgCu2
12917,628349,Mg18Zn34.2Cu1.8,Gd2Co7
12918,252612,Al1.92Si190.08O384,Faujasite-frame#K92Al92Si100O384
12919,235851,Mn3Fe3Si0.9P2.1,ZrNiAl#Fe2P
12920,196830,NbPt2,MoPt2
12921,632311,HoFe2,Laves(cub)#MgCu2
12922,102923,Mn2GaCu3,Laves(cub)#MgCu2
12923,291661,Tb8Al15.6Fe0.4,Laves(cub)#MgCu2
12924,89277,SiO2,Quartz(low)#SiO2
12925,59526,Sm2In,Ni2In#Co1.75Ge
12926,93549,SiO2,Rutile#TiO2
12927,56173,TaVH4,Fluorite#CaF2
12928,199285,MgH2,Rutile#TiO2
12929,611296,SbAsRu,Marcasite#FeS2(oP6)
12930,629709,DyGa2,AlB2
12931,631146,ErSi2,AlB2
12932,169604,TiH2,ThH2
12933,630258,DySe2,PrOI
12934,628417,Mn2.68Cu1.32Te8,Pyrite#FeS2(cP12)
12935,34084,Y3.4Sb0.6O8,Fluorite#CaF2
12936,640973,ScIr2,Laves(cub)#MgCu2
12937,638610,HfMo2,Laves(4H)#MgNi2
12938,628403,Mn3CuSi2,Laves(2H)#MgZn2
12939,40705,Ti0.5Nb0.5S2,CdI2(hP3)
12940,173648,Mg0.2Ta3.8N3.4O4.6,Anatase#TiO2
12941,238381,CeO2,Fluorite#CaF2
12942,44205,DyB2,AlB2
12944,99070,Gd4Al4.8Ag3.2,CeCu2
12945,649957,PuSe2,PrOI
12946,196834,TaPd2,MoPt2
12947,280988,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
12948,619190,CaCd2,Laves(2H)#MgZn2
12949,53989,CaO2,Brucite#Mg(OH)2
12950,657599,Li2S,YH2
12951,650590,Sb2Ru,Marcasite#FeS2(oP6)
12952,169638,TiO2,Rutile#TiO2
12953,121640,TiO2,Anatase#TiO2
12954,634002,UFe2,Laves(cub)#MgCu2
12955,58162,SmUAl4,Laves(cub)#MgCu2
12956,633779,TaFe2,Laves(2H)#MgZn2
12957,194951,Ag8Se2.508S1.492,Ag2Se
12958,650584,RuSeS,Pyrite#FeS2(cP12)
12959,88627,TiO2,Rutile#TiO2
12960,679670,CdF2,Fluorite#CaF2
12961,72953,Zr2O3.96,Zirconia#ZrO2(HT)
12963,629047,Cu8.016Se4,Cu2Se
12964,609397,SmAlZn,CeCu2
12965,250015,ZnP2,ZnP2(mP)
12966,57523,Be4AlCu,Laves(cub)#MgCu2
12967,603137,Sm1.6Y2.4Cu8,CeCu2
12968,68738,MnF2,Rutile#TiO2
12969,104371,YbHg2,Cd2Ce
12970,625696,ZrCo2,Laves(cub)#MgCu2
12971,615755,ZrB2,AlB2
12972,79635,SiO2,Quartz(low)#SiO2
12973,2586,NaS2,Na2S4
12974,100117,YC2,CaC2-I(I4/mmm)
12975,608062,HfAl2,Laves(2H)#MgZn2
12977,109133,Zr2Pd,CuZr2
12978,606729,Zr6.4Al1.6Co16,Laves(cub)#MgCu2
12980,30235,Sn2Pd,PdSn2(tI48)
12981,103378,Dy2Tl,Ni2In#Co1.75Ge
12982,196175,VO2,VO2(HT)
12983,603889,Si2Os,FeSi2(oS48)
12984,199246,Mn0.64B2Mo0.36,AlB2
12985,633792,TaFe2,Laves(2H)#MgZn2
12986,198158,ThUO4,Fluorite#CaF2
12987,199252,TbFe2,Laves(cub)#MgCu2
12988,162786,Ce0.2Zr1.8O4,Zirconia#ZrO2(HT)
12989,608710,Nb3Al0.9Si5.1,CrSi2
12990,106214,ZrV2,Laves(cub)#MgCu2
12991,174,SiO2,Quartz(low)#SiO2
12992,108239,CeCo2,Laves(cub)#MgCu2
12993,647007,UNi2,Laves(2H)#MgZn2
12994,647761,Sb0.2Te3.8Os2,Marcasite#FeS2(oP6)
12995,657572,GdCo2,Laves(cub)#MgCu2
12996,608076,Hf2Al,CuAl2
12997,651103,TaS2,NbS2(hP6)
12998,150734,HfRe2,Laves(2H)#MgZn2
12999,60370,CaF2,Fluorite#CaF2
13000,102714,UCo2,Laves(cub)#MgCu2
13001,154552,CuO2,Ca1-xCuO2(CuO2-part)
13002,625682,Zr2Co,Ti2Ni
13003,58837,Bi7Pt4Pb,(Bi1.7Pb0.3)Pt
13004,20754,PbO2,PbO2#Fe2N.94
13005,291846,Ce3.2Pr4.8Al16,Laves(cub)#MgCu2
13006,647749,OsS2,Pyrite#FeS2(cP12)
13007,89288,SiO2,Quartz(high)#SiO2
13008,609340,Ta8Al1.2Si2.8,CuAl2
13009,647991,PRh2,Fluorite#CaF2
13010,63651,IO2,I2O4
13011,68704,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
13012,30209,PdCl2,PdCl2
13013,123094,ZrO2,Zirconia#ZrO2(HT)
13014,36678,La0.08Ce3.76Pr0.08Sm0.08O8,Fluorite#CaF2
13015,44588,TaB2,AlB2
13016,610177,Cr0.8Fe3.2As2,Cu2Sb
13017,649016,Te2Pd,EuGe2#PtTe2
13018,86811,CrSb2,CuAl2
13020,609432,Ta2Al,U#Cr0.49Fe0.51
13021,55491,SiO2,Faujasite-frame#K92Al92Si100O384
13022,648308,ZnP2,ZnP2(mP)
13023,616512,ZrBe2,SmNiSb
13024,56198,ZrH2,Fluorite#CaF2
13025,604116,Ce2FeRu3,Laves(cub)#MgCu2
13027,102728,YCo2,Laves(cub)#MgCu2
13028,197525,La3ScAl8,Laves(cub)#MgCu2
13029,612012,In2Au,Fluorite#CaF2
13030,103436,EuSi2,AlB2
13031,28334,XeF2,XeF2
13032,291852,Pr6.4Nd1.6Al16,Laves(cub)#MgCu2
13033,160813,UO2,Pyrite#FeS2(cP12)
13034,656650,Zr2FeCo3,Laves(cub)#MgCu2
13035,107888,Ta2Al,U#Cr0.49Fe0.51
13036,638189,HfZrV4,MgCu2(filled)-frame
13037,168297,Nb4Al2.5302Ni5.4698,Laves(2H)#MgZn2
13038,24081,Ti2O,CdI2(hP3)
13039,621157,CeGaSi,ThSi2
13040,42304,CdI2,CdI2(hP33)
13041,14142,MnF2,Rutile#TiO2
13042,52117,TaS2,TaS2(6R)
13043,625331,TaCo2,Laves(cub)#MgCu2
13044,46162,Nd2Al3Fe,Laves(cub)#MgCu2
13045,635122,PrGa2,AlB2
13046,123269,IrS2,IrS2
13047,82646,UTe2,UTe2
13048,2021,ZnAs2,ZnP2(mP)
13049,10442,La2Sb,La2Sb
13050,258663,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13051,615594,TiB2,AlB2
13052,96155,U2Ti,CaHg2
13053,649599,TePtSe,BaSi2#EuGe2
13054,658480,La0.8Ce3.2Sb4Rh4,CeCu2
13055,258677,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
13057,605793,ScAg2,AlCr2#MoSi2
13058,625325,TaCo2,Laves(4H)#MgNi2
13059,632659,FeSiMo,Laves(2H)#MgZn2
13060,153942,Zr1.808Ti2.192O8,PbO2#Fe2N.94
13061,82652,UTe2,UTe2
13062,623754,YCo2,MgCu2(filled)-frame
13063,632881,Nd4FeSi7,ThSi2
13064,80045,ZrO2,Baddeleyite#ZrO2(mP12)
13066,9160,SiO2,Rutile#TiO2
13067,103185,DyGa2,AlB2
13068,197096,ZrAl2,Laves(2H)#MgZn2
13069,55122,Rb2Te,Ni2In#Co1.75Ge
13070,97277,TiO2,Rutile#TiO2
13071,53553,U2Fe3Si,Laves(2H)#MgZn2
13072,643936,ZrMn2,Laves(2H)#MgZn2
13073,165566,Ca8Mg8.56Al7.44,Laves(4H)#MgNi2
13074,191395,Mg0.99B2Ru0.01,AlB2
13075,650786,ZrRu2,Laves(2H)#MgZn2
13076,60833,Eu1As1.45Pt0.55,AlB2
13077,622476,Zr4Cr5.68Co2.32,Mn2ZrHx-frame#MgZn2
13078,624007,LaCo2,Laves(cub)#MgCu2
13079,31329,TiO2,Rutile#TiO2
13080,623783,Hf64Co30.08Ni1.92,Ti2Ni
13081,657002,DyGa2,AlB2
13082,106002,ThRu2,Laves(cub)#MgCu2
13083,22433,Ce1Si1.32Ag0.68,AlB2
13084,80092,TiTe2,CdI2(hP3)
13085,626823,Ti7.6Cr0.4Si16,TiSi2
13086,150522,GdRu2,Laves(2H)#MgZn2
13087,618073,HoC2,CaC2-I(I4/mmm)
13088,426131,Ce1Ge1.48Rh0.518,AlB2
13089,641106,ThIr2,Laves(cub)#MgCu2
13090,607153,TiAlCu,Laves(2H)#MgZn2
13091,625494,ZrTiCo4,Laves(cub)#MgCu2
13092,612238,Pb2Au,CuAl2
13093,112711,MnO2,MnO2
13094,634599,MgGa2,CaIn2
13095,624946,Sc64Co25.6Si6.4,Ti2Ni
13096,103608,PuFe2,Laves(cub)#MgCu2
13097,105279,NdPt2,Laves(cub)#MgCu2
13098,645374,NbSe2,NbS2(hP6)
13099,607147,Ti4Al5.28Cu2.72,Laves(2H)#MgZn2
13100,106770,Hf0.16Zr3.04Mn8.8,Laves(2H)#MgZn2
13101,14195,SnF2,Cristobalite#SiO2
13102,611043,Ni1.92As3Pd4.08,ZrNiAl#Fe2P
13103,90295,D2Eu,Cotunnite#PbCl2
13104,759749,SnO2,CaCl2
13105,154036,TiO2,Baddeleyite#ZrO2(mP12)
13106,104601,YIr2,Laves(cub)#MgCu2
13107,76076,Mn3NiP2,TiNiSi#MgSrSi
13108,609624,ZrAlV,Laves(2H)#MgZn2
13109,25360,Ba1Be0.75Si1.25,AlB2
13110,759761,MnO2,CaCl2
13111,200391,TiO2,Rutile#TiO2
13112,122836,Mg2Sn,Fluorite#CaF2
13113,258844,SiN2,Pyrite#FeS2(cP12)
13114,635863,GdIr2,Laves(cub)#MgCu2
13115,22369,Ni4As3.2S4.8,FeS2(aP12)
13116,649572,SbTePt,Pyrite#FeS2(cP12)
13118,27205,SiS2,SiS2(Ibam)
13119,642427,LuMn2,Laves(2H)#MgZn2
13120,604472,RuS2,Pyrite#FeS2(cP12)
13121,60628,TaO2,NbO2
13122,759775,MgF2,CaCl2
13123,105523,Nb2Al3Pd,Laves(2H)#MgZn2
13124,28888,KLaF4,Fluorite#CaF2
13125,191430,Al2Pt,Fluorite#CaF2
13127,42270,CdI2,CdI2(hR12)
13128,44601,B2W,AlB2
13129,15328,TiO2,PbO2#Fe2N.94
13130,633427,ScFe2,Mg2Ni
13131,58228,Zr2Al,Ni2In#Co1.75Ge
13132,190869,Ba0.5Sr0.5Ga2,AlB2
13133,632739,Ta2Fe,Co2Ta4N5
13135,160556,CoO2,CoO2
13136,54374,YMn2,Co2Nd
13137,120172,PrAu2,CeCu2
13139,291503,MnS2,Pyrite#FeS2(cP12)
13140,150481,UAl2,Laves(cub)#MgCu2
13142,16635,SnO2,Rutile#TiO2
13143,635042,Ga1.2P1.8Pd6,ZrNiAl#Fe2P
13144,258065,Ce1.2Zr2.8O8,Fluorite#CaF2
13145,2141,Ba2Bi,La2Sb
13146,42264,CdI2,CdI2(hP27)
13147,168678,HoSn2,ZrSi2
13148,53369,Dy1Si1.5Ni0.5,AlB2
13149,105480,ZrNi2,Laves(cub)#MgCu2
13150,50648,NbS2,NbS2(oS6)
13151,163705,DyGa2,AlB2
13152,58214,YAl2,Laves(cub)#MgCu2
13154,71686,Ru2.56Os1.44S8,Pyrite#FeS2(cP12)
13155,53341,Cu2Se,SmF2
13156,252206,SnS2,CdI2(hP3)
13157,53427,Eu1Ni0.5Ge1.5,EuGe2#PtTe2
13158,9982,V2C,Fe2N-zeta
13159,636205,GdPt2,Laves(cub)#MgCu2
13160,650180,TmRe2,Laves(2H)#MgZn2
13161,626016,ZrCrFe,Laves(2H)#MgZn2
13163,653489,YbZn2,CeCu2
13164,643842,ZrTiMn4,Laves(2H)#MgZn2
13165,199871,SmB2,AlB2
13166,643856,UMn2,Laves(cub)#MgCu2
13167,40329,FeNiS4,Pyrite#FeS2(cP12)
13168,197690,UO2,Fluorite#CaF2
13169,30816,C2N,C6(CN)6
13170,641099,ThIr2,Laves(cub)#MgCu2
13171,611876,GdGaAu,CeCu2
13172,42258,CdI2,CdI2(hP18)
13173,121522,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
13174,105494,NpRu2,Laves(cub)#MgCu2
13175,258059,Ce3.6Zr0.4O8,Fluorite#CaF2
13176,613907,Fe2B,CuAl2
13177,92509,Pr16Te31.968,CeTe2
13179,605156,HoGaAg,CeCu2
13180,104761,Li6.64Sn1.36P4,Fluorite#CaF2
13181,106176,Zr0.22U2Ti0.78,CaHg2
13182,109245,HfAl2,Laves(2H)#MgZn2
13183,657176,Mn3.6Zn0.4Sb2,Cu2Sb
13184,166682,Er4Mn5.504Re2.496,Laves(2H)#MgZn2
13185,156027,Ti4Fe5.812Si2.188,Laves(2H)#MgZn2
13186,106610,ErMn2,Laves(2H)#MgZn2
13187,22221,NiP2,Pyrite#FeS2(cP12)
13188,603241,YMnCo,Laves(cub)#MgCu2
13189,190114,Tb4Ga3.52Ge4.48,ThSi2
13190,39167,TiO2,Rutile#TiO2
13191,57866,Yb2Al3Ga,Laves(cub)#MgCu2
13192,39173,SnO2,Rutile#TiO2
13193,199642,DyAlCu,Laves(cub)#MgCu2
13194,57872,Gd3.2Ho4.8Al16,Laves(cub)#MgCu2
13195,104013,UGa2,AlB2
13196,624832,CoS2,Pyrite#FeS2(cP12)
13197,43807,AmH2,Fluorite#CaF2
13198,156033,La1Sb0.502Au1.498,SmNiSb
13199,106604,ErGaNi,CeCu2
13200,22235,YbSb2,ZrSi2
13201,184175,NdMn2,NdMn2Hx(C2/m11)
13202,626943,ZrCr2,Laves(2H)#MgZn2
13203,158778,TiO2,PbO2#Fe2N.94
13204,607755,Zr6Al2.01Fe0.99,ZrNiAl#Mg2In
13206,653304,Ti2Zn,CuZr2
13207,60760,PtI2,PtI2
13208,26735,K2S,Fluorite#CaF2
13209,402681,Rb2P,Rb2PH
13210,32768,HfO2,Baddeleyite#ZrO2(mP12)
13211,53382,DySi2,AlB2
13212,166866,NaAlSi4,Matlockite#PbClF
13213,618885,TbC2,CaC2-I(I4/mmm)
13214,658279,Ce1Si1.5Ni0.5,AlB2
13215,28730,CaF2,Fluorite#CaF2
13216,260511,Er8V0.8Fe15.2,MgCu2(filled)-frame
13217,104985,Tb4.8Y3.2Mn16,Laves(cub)#MgCu2
13218,190128,Li0.74La0.26Ga2,AlB2
13219,642547,LuRh2,Laves(cub)#MgCu2
13220,68472,RuS2,Pyrite#FeS2(cP12)
13221,38245,KO2,CaC2-I(I4/mmm)
13222,159328,SrO2,Sr(OH)2
13223,621976,CeRu2,Laves(cub)#MgCu2
13224,101157,DyC2,CaC2-I(I4/mmm)
13225,643895,YMn2,Laves(cub)#MgCu2
13226,201689,SiO2,Zeolite-Theta-1-frame#Si6O12
13227,76658,Th2.28U1.72O8,Fluorite#CaF2
13228,260505,Er8V1.2Co14.8,MgCu2(filled)-frame
13229,604260,Ho3.2Zr4.8Co16,MgCu2(filled)-frame
13230,656240,CeS2,PrOI
13231,610215,MnCrAs,Cu2Sb
13232,607769,Zr8Al3.2Fe12.8,Laves(cub)#MgCu2
13233,639687,HoSb2,HoSb2
13234,649837,VPt2,MoPt2
13235,291715,Er8Mn1.2Al14.8,Laves(cub)#MgCu2
13236,198789,HfBe2,SmNiSb
13237,40103,SiO2,Rutile#TiO2
13238,27198,V1.005Se2,TlCdS2
13239,58994,LaCdIn,CaIn2
13240,625047,TaCo4Si,Laves(2H)#MgZn2
13241,56007,RuO2,Rutile#TiO2
13242,105866,PuRu2,Laves(cub)#MgCu2
13243,27826,SiO2,Quartz(low)#SiO2
13244,98568,NbS2,"(Sm,Sr)3Nb2S7"
13245,619972,Cd2Hg,AlCr2#MoSi2
13246,637457,GeO2,Quartz(low)#SiO2
13247,14220,CaBr2,CaCl2
13248,658090,Th2Si3Ru,ThSi2
13249,89471,VO2,VO2(mP6)
13250,605383,In2Ag,CuAl2
13251,56013,ZrSe2,CdI2(hP3)
13252,239855,Tm1.82Mg6.18Al16,Laves(4H)#MgNi2
13253,31088,SiO2,Quartz(high)#SiO2
13254,27832,SiO2,Quartz(low)#SiO2
13255,41209,PdF2,PdF2(cP12)
13256,632249,HfFe2,Laves(4H)#MgNi2
13257,58980,GdCdIn,CaIn2
13258,77963,Al1.5P1.5Pd6,ZrNiAl#Fe2P
13259,199483,Te3Mo2S,MoS2(4H)
13260,649823,VPt2,MoPt2
13261,656903,NdAg2,CeCu2
13262,638002,TbGe2,ThSi2
13263,112498,Na2O,Fluorite#CaF2
13264,197486,FeSi2,FeSi2
13265,196940,Ce1Ga1.8Sn0.2,AlB2
13266,103595,TbPrFe4,Laves(cub)#MgCu2
13267,102853,TiCr2,Laves(4H)#MgNi2
13268,632261,Hf2Fe3Si,Laves(2H)#MgZn2
13269,631768,Sc8Ga2.4Fe13.6,MgCu2(filled)-frame
13271,650382,Sn2Rh,CuAl2
13273,42728,CoTe2,Marcasite#FeS2(oP6)
13274,658906,YSi2,AlB2
13275,252762,CaC2,CaC2-I(I4/mmm)
13276,647826,Te2Os,Pyrite#FeS2(cP12)
13277,158591,GeO2,Rutile#TiO2
13278,8120,MgF2,Rutile#TiO2
13279,100922,HfTe2,CdI2(hP3)
13280,647198,NpRe2,Laves(2H)#MgZn2
13281,619782,Cd0.16Cu3.84Se8,Pyrite#FeS2(cP12)
13282,638994,HfV2,Laves(cub)#MgCu2
13283,14208,NiCl2,CdCl2(3R)
13284,161310,SiO2,PbO2#Fe2N.94
13285,260908,SrEuC4,CaC2-II(C12/c1)#ThC2
13286,40895,SiO2,SiO2(C2221)
13287,634162,ZrFe2,Laves(cub)#MgCu2
13288,624371,NdCo2,Laves(cub)#MgCu2
13289,43344,PbCl2,Cotunnite#PbCl2
13290,55526,VRhO4,Rutile#TiO2
13292,638980,HfV2,Laves(cub)#MgCu2
13294,658912,Y0.8Sc0.2Si2,AlB2
13295,620671,CeCo2,Laves(cub)#MgCu2
13296,630462,ErFe2,MgCu2(filled)-frame
13297,252776,CaC2,CaC2-III(C12/m1)
13298,56991,Ag3.996Se2,Ag2S(dis)
13299,625709,ZrCo2,Laves(cub)#MgCu2
13300,102847,CrSn2,Mg2Cu
13301,615621,UB2,AlB2
13302,82295,USe2,Cotunnite#PbCl2
13303,196767,Eu1As1.25Pt0.75,AlB2
13304,199454,Hf2Co,Ti2Ni
13305,238222,EuF2,Fluorite#CaF2
13306,34899,Hf2.268Zr1.728O8,Baddeleyite#ZrO2(mP12)
13307,62407,SiO2,Quartz(low)#SiO2
13308,647167,Zr2Ni,CuAl2
13309,657374,Ta4SeS,Ta2Se
13310,636946,Mg2Ge,Fluorite#CaF2
13311,607543,Ho8Al4.8Fe11.2,Laves(cub)#MgCu2
13312,193179,Ce1.04Pr2.96O8,Fluorite#CaF2
13313,634189,ZrFe2,Laves(cub)#MgCu2
13314,412684,SrMg2,Laves(2H)#MgZn2
13315,622933,Nb6Fe8.4Co9.6,Laves(4H)#MgNi2
13316,84182,WSe2,MoS2(4H)
13317,605354,HoAg2,AlCr2#MoSi2
13318,94385,CaC2,CaC2-III(C12/m1)
13319,603731,Zr4Cr2.88Fe2.88Cu2.24,Mn2ZrHx-frame#MgZn2
13320,102106,CeFeCo,Laves(cub)#MgCu2
13321,174090,Ag2O,Cuprite#Cu2O
13322,173927,Hf0.5Ti0.5Se2,CdI2(hP3)
13323,20146,NdS2,PrOI
13324,152731,Y1Mn0.94In1.06,CaHg2
13325,653106,TmTe2,PrOI
13326,607231,DyAl2,Laves(cub)#MgCu2
13327,235712,YThO4,Fluorite#CaF2
13328,631783,Nb21Ga4.5Fe4.5,U#Cr0.49Fe0.51
13329,679923,ZrNbFe4,Laves(cub)#MgCu2
13330,92092,ZrO2,Zirconia#ZrO2(HT)
13331,196773,WS2,MoS2(4H)
13332,646523,NiSe2,Pyrite#FeS2(cP12)
13333,81978,PbCl2,BaCl2
13334,65354,SiO2,Zeolite-ZSM-11-frame
13335,609234,Al2Ru,AlCr2#MoSi2
13336,252979,SiO2,Zeolite(ITQ-58)SiO2
13337,996,Sb2Ru,Marcasite#FeS2(oP6)
13338,644334,MoSe2,MoS2(4H)
13339,199468,GdRe2,Laves(2H)#MgZn2
13340,642745,Mg2Pb,Fluorite#CaF2
13342,652556,Si2W,AlCr2#MoSi2
13343,187656,Mn3.156Fe2.844Ge0.67P2.33,ZrNiAl#Fe2P
13344,57480,Re2Si,Re5Si3
13345,26279,AsPd2,Pd2As
13346,103230,ErGa2,AlB2
13347,602407,Y4.8Ho3.2Co16,Laves(cub)#MgCu2
13348,644452,Zr3.2Si0.8Mo8,Laves(2H)#MgZn2
13349,76328,ErCuSi,SmNiSb
13350,633802,Zr5.6Ta2.4Fe16,Laves(cub)#MgCu2
13351,616466,TiBe2,Laves(cub)#MgCu2
13352,639485,HoNi2,Laves(cub)#MgCu2
13353,42099,NbS2,MoS2(3R)
13354,137181,Fe2S,TiNiSi#MgSrSi
13355,53194,Cr4.8Ni3.2P4,TiNiSi#MgSrSi
13356,31077,CO2,CO2(cP12)
